,Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option,vendor_x,vendor_y
283,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
284,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
285,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
286,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
287,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
288,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
289,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
290,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
291,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
292,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
293,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
294,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
295,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
296,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
297,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
298,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
299,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
300,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
301,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
302,Y088PNJNX8AEY,Assured: Colored Bandages 30 Count,,,$2.99,Fixed,,$1.33,639277230690,639277230690,,No,Yes,No,,,Hygiene Products,,,,,
303,5YKNFHSR7J9CT,Assured: Cotton Swabs 50 Count,,,$1.99,Fixed,,$1.33,639277102935,639277102935,,No,Yes,No,,,Hygiene Products,,,,,
304,M8MGTAEWHRQXY,Assured: Fabric Bandages 30 Ccount,,,$2.99,Fixed,,$1.33,639277079633,639277079633,,No,Yes,No,,,Hygiene Products,,,,,
305,8JV7KT3Z9AHZW,Assured: Sheer Antibacterial Bandages 40 ct,,,$2.99,Fixed,,$1.33,639277082244,639277082244,,No,Yes,No,,,Hygiene Products,,,,,
306,907J8M1TREP4E,Ice Drops: Breath Strips ,,,$2.59,Fixed,,$1.33,728947050031,728947050031,,No,Yes,No,,,Hygiene Products,,,,,
307,KHGKJKZKAH0D8,16 oz Coffee - Cappuccino,,,$2.29,Fixed,,$1.20,,,,Yes,Yes,No,,,Quick Items,,,,,
308,QTBYY7J5Z0TW6,Gambler: Silver Tube 100's (CTD),,,$6.99,Fixed,,$3.39,077170102223,077170102223,,No,No,No,,,Tobacco - OTP,Processing Charge,,,CTD,CTD
309,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
310,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
311,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
312,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
313,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
314,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
315,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
316,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
317,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
318,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
319,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
320,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
321,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
322,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
323,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
324,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
325,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
326,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
327,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
328,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
329,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
330,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
331,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
332,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
333,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
334,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
335,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
336,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
337,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
338,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
339,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
340,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
341,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
342,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
343,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
344,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
345,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
346,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
347,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
348,H1A73XX0T7KJE,A.1.: Original Sauce 15 oz Bottle,,,$5.99,Fixed,,$3.37,054400000047,054400000047,,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,,,
349,97519XJKCG25E,Kool: Green Menthol 100's Pk (CTD),,,$11.20,Fixed,,$10.10,09057330,09057330,,Yes,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,,CTD,CTD
350,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
351,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
352,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
353,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
354,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
355,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
356,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
357,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
358,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
359,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
360,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
361,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
362,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
363,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
364,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
365,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
366,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
367,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
368,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
369,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
370,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
371,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
372,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
373,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
374,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
375,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
376,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
377,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
378,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
379,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
380,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
381,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
382,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
383,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
384,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
385,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
386,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
387,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
388,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
389,GX6WRW1SCVGE2,Kool: Green Menthol Kings 1 Pk (CTD),,,$11.20,Fixed,,$10.10,09057136,09057136,,Yes,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,,CTD,CTD
390,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
391,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
392,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
393,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
394,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
395,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
396,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
397,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
398,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
399,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
400,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
401,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
402,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
403,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
404,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
405,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
406,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
407,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
408,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
409,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
410,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
411,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
412,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
413,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
414,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
415,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
416,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
417,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
418,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
419,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
420,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
421,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
422,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
423,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
424,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
425,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
426,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
427,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
428,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
429,T02QVH316068E,Red Shedman: Golden Hour Hefeweizen 12 oz / 4 pk Cans (RBD),,,$11.99,Fixed,,$7.50,642014223558,,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,RBD,RBD
430,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
431,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
432,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
433,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
434,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
435,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
436,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
437,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
438,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
439,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
440,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
441,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
442,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
443,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
444,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
445,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
446,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
447,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
448,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
449,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
450,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
451,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
452,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
453,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
454,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
455,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
456,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
457,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
458,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
459,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
460,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
461,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
462,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
463,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
464,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
465,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
466,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
467,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
468,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
469,JK78YSKJ2H6A0,Phillies: Cigars Regular Flavor Pk (CTD),,,$3.54,Fixed,,$1.38,070235129784,070235129784,10.0,No,No,No,,,Tobacco -  Cigars & Wraps,Processing Charge,,,CTD,CTD
470,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
471,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
472,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
473,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
474,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
475,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
476,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
477,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
478,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
479,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
480,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
481,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
482,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
483,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
484,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
485,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
486,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
487,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
488,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
489,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
490,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
491,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
492,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
493,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
494,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
495,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
496,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
497,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
498,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
499,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
500,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
501,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
502,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
503,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
504,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
505,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
506,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
507,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
508,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
509,77R1HH4H3GSRW,Phillies: Menthol 100's Pk (CTD),,,$3.54,Fixed,,$1.38,070235129807,070235129807,,No,No,No,,,Tobacco -  Cigars & Wraps,Processing Charge,,,CTD,CTD
510,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
511,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
512,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
513,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
514,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
515,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
516,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
517,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
518,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
519,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
520,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
521,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
522,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
523,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
524,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
525,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
526,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
527,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
528,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
529,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
530,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
531,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
532,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
533,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
534,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
535,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
536,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
537,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
538,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
539,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
540,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
541,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
542,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
543,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
544,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
545,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
546,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
547,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
548,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
549,DG2A4SCGNM5FM,Tampax: Tampons - Super Plus 10 ct Box (KUD),,,$5.59,Fixed,,$3.15,073010414099,073010414099,,Yes,Yes,No,,,Hygiene Products,,,,KUD,KUD
550,PDGRBD0Z6AVYW,Pepcid AC: Acid Reducer 20 mg Tablets 5 ct pk,,,$7.89,Fixed,,$4.68,366715974884,,,No,No,No,,,Medicine / Vitamins,Processing Charge,,,,
551,,,,,,,,,,,,,,,,,,Retail Tax,,,,
552,,,,,,,,,,,,,,,,,,Retail Tax,,,,
553,,,,,,,,,,,,,,,,,,Retail Tax,,,,
554,,,,,,,,,,,,,,,,,,Retail Tax,,,,
555,,,,,,,,,,,,,,,,,,Retail Tax,,,,
556,,,,,,,,,,,,,,,,,,Retail Tax,,,,
557,,,,,,,,,,,,,,,,,,Retail Tax,,,,
558,,,,,,,,,,,,,,,,,,Retail Tax,,,,
559,,,,,,,,,,,,,,,,,,Retail Tax,,,,
560,,,,,,,,,,,,,,,,,,Retail Tax,,,,
561,,,,,,,,,,,,,,,,,,Retail Tax,,,,
562,,,,,,,,,,,,,,,,,,Retail Tax,,,,
563,,,,,,,,,,,,,,,,,,Retail Tax,,,,
564,,,,,,,,,,,,,,,,,,Retail Tax,,,,
565,,,,,,,,,,,,,,,,,,Retail Tax,,,,
566,,,,,,,,,,,,,,,,,,Retail Tax,,,,
567,,,,,,,,,,,,,,,,,,Retail Tax,,,,
568,,,,,,,,,,,,,,,,,,Retail Tax,,,,
569,,,,,,,,,,,,,,,,,,Retail Tax,,,,
570,,,,,,,,,,,,,,,,,,Retail Tax,,,,
571,,,,,,,,,,,,,,,,,,Retail Tax,,,,
572,,,,,,,,,,,,,,,,,,Retail Tax,,,,
573,,,,,,,,,,,,,,,,,,Retail Tax,,,,
574,,,,,,,,,,,,,,,,,,Retail Tax,,,,
575,,,,,,,,,,,,,,,,,,Retail Tax,,,,
576,,,,,,,,,,,,,,,,,,Retail Tax,,,,
577,,,,,,,,,,,,,,,,,,Retail Tax,,,,
578,,,,,,,,,,,,,,,,,,Retail Tax,,,,
579,,,,,,,,,,,,,,,,,,Retail Tax,,,,
580,,,,,,,,,,,,,,,,,,Retail Tax,,,,
581,,,,,,,,,,,,,,,,,,Retail Tax,,,,
582,,,,,,,,,,,,,,,,,,Retail Tax,,,,
583,,,,,,,,,,,,,,,,,,Retail Tax,,,,
584,,,,,,,,,,,,,,,,,,Retail Tax,,,,
585,,,,,,,,,,,,,,,,,,Retail Tax,,,,
586,,,,,,,,,,,,,,,,,,Retail Tax,,,,
587,,,,,,,,,,,,,,,,,,Retail Tax,,,,
588,,,,,,,,,,,,,,,,,,Retail Tax,,,,
589,,,,,,,,,,,,,,,,,,Retail Tax,,,,
590,7X4GSJFMW553J,Werther's: Original Hard Candy 1.8 oz pk,,,$1.59,Fixed,,$0.83,072799008666,072799008666,,Yes,Yes,No,,,Snacks - Candy,,,,,
591,XB6B99D7QEEY4,Frito Lay: Quaker Oats - Cap'n Crunch Sweet Corn & Oat Crunch Berries Cereal 1.3 oz Cup,,,$1.99,Fixed,,$0.75,030000315965,,,No,Yes,No,,,Groceries - Cereal,,,,Frito,Frito
592,79E8D04662J16,Gambler: Red Tube Kings 200 ct (CTD),,,$6.99,Fixed,,$3.39,077170260220,077170260220,,No,No,No,,,Tobacco - OTP,Processing Charge,,,CTD,CTD
593,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
594,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
595,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
596,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
597,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
598,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
599,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
600,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
601,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
602,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
603,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
604,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
605,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
606,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
607,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
608,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
609,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
610,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
611,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
612,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
613,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
614,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
615,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
616,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
617,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
618,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
619,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
620,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
621,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
622,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
623,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
624,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
625,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
626,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
627,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
628,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
629,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
630,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
631,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
632,PBNQMRACS1X76,Red Shedman: Apple Pie & Ice Cream Hard Cider 12 oz / 4 pk Cans (RBD),,,$13.99,Fixed,,$9.00,642014222995,,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,RBD,RBD
633,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
634,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
635,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
636,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
637,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
638,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
639,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
640,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
641,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
642,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
643,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
644,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
645,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
646,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
647,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
648,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
649,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
650,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
651,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
652,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
653,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
654,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
655,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
656,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
657,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
658,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
659,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
660,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
661,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
662,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
663,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
664,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
665,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
666,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
667,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
668,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
669,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
670,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
671,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
672,MJVCDXRB58WA6,Gain: Original Dryer Sheets 15 ct Box,,,$2.99,Fixed,,$1.33,037000958611,037000958611,,No,Yes,No,,,Household - Cleaning Supplies,,,,,
673,2QZBDXW5EBKKY,Dove: White 1/4 Moisturizing Cream 3.15 oz pk (KUD),,,$2.49,Fixed,,$1.73,011111614246,011111614246,,Yes,Yes,No,,,Hygiene Products,,,,KUD,KUD
